,premise,hypothesis,label,duration_type,prem_fixed
3919,before 8 weeks final grades are due,final grades are due in 10 months,Contradiction,week_month,False
3920,before 13 weeks we will ride our bikes,we will ride our bikes in 1 months,Neutral,week_month,False
3921,before 13 weeks we will sell the house,we will sell the house in 2 months,Neutral,week_month,False
3922,before 13 weeks the quarantine will be lifted,the quarantine will be lifted in 3 months,Contradiction,week_month,False
3923,before 13 weeks the courtcase will begin,the courtcase will begin in 4 months,Contradiction,week_month,False
3924,before 13 weeks Apple will release the next iPhone,Apple will release the next iPhone in 5 months,Contradiction,week_month,False
3925,before 13 weeks the next Presidential election is set to take place,the next Presidential election is set to take place in 6 months,Contradiction,week_month,False
3926,before 13 weeks final grades are due,final grades are due in 7 months,Contradiction,week_month,False
3927,before 13 weeks Pixar plans to release a new film,Pixar plans to release a new film in 8 months,Contradiction,week_month,False
3928,before 13 weeks the landlord will collect rent,the landlord will collect rent in 9 months,Contradiction,week_month,False
3929,before 13 weeks Lindsey will pay off her loans,Lindsey will pay off her loans in 10 months,Contradiction,week_month,False
3930,before 17 weeks basketball season ends,basketball season ends in 1 months,Neutral,week_month,False
3931,before 17 weeks a new bike shop is opening up,a new bike shop is opening up in 2 months,Neutral,week_month,False
3932,before 17 weeks the courtcase will begin,the courtcase will begin in 3 months,Neutral,week_month,False
3933,before 17 weeks a new bike shop is opening up,a new bike shop is opening up in 4 months,Contradiction,week_month,False
3934,before 17 weeks a new bike shop is opening up,a new bike shop is opening up in 5 months,Contradiction,week_month,False
3935,before 17 weeks we will sell the house,we will sell the house in 6 months,Contradiction,week_month,False
3936,before 17 weeks a new bike shop is opening up,a new bike shop is opening up in 7 months,Contradiction,week_month,False
3937,before 17 weeks the park will re-open,the park will re-open in 8 months,Contradiction,week_month,False
3938,before 17 weeks we will go visit Grandma,we will go visit Grandma in 9 months,Contradiction,week_month,False
3939,before 17 weeks the landlord will collect rent,the landlord will collect rent in 10 months,Contradiction,week_month,False
3940,before 21 weeks the next Presidential election is set to take place,the next Presidential election is set to take place in 1 months,Neutral,week_month,False
3941,before 21 weeks the landlord will collect rent,the landlord will collect rent in 2 months,Neutral,week_month,False
3942,before 21 weeks final grades are due,final grades are due in 3 months,Neutral,week_month,False
3943,before 21 weeks Kendrick's album is set to drop,Kendrick's album is set to drop in 4 months,Neutral,week_month,False
3944,before 21 weeks Lindsey will pay off her loans,Lindsey will pay off her loans in 5 months,Contradiction,week_month,False
3945,before 21 weeks Kendrick's album is set to drop,Kendrick's album is set to drop in 6 months,Contradiction,week_month,False
3946,before 21 weeks summer solstice will take place,summer solstice will take place in 7 months,Contradiction,week_month,False
3947,before 21 weeks Lindsey will pay off her loans,Lindsey will pay off her loans in 8 months,Contradiction,week_month,False
3948,before 21 weeks Pixar plans to release a new film,Pixar plans to release a new film in 9 months,Contradiction,week_month,False
3949,before 21 weeks the courtcase will begin,the courtcase will begin in 10 months,Contradiction,week_month,False
3950,before 26 weeks we will sell the house,we will sell the house in 1 months,Neutral,week_month,False
3951,before 26 weeks we will start attending outdoor concerts,we will start attending outdoor concerts in 2 months,Neutral,week_month,False
3952,before 26 weeks we will go visit Grandma,we will go visit Grandma in 3 months,Neutral,week_month,False
3953,before 26 weeks the next Presidential election is set to take place,the next Presidential election is set to take place in 4 months,Neutral,week_month,False
3954,before 26 weeks Lindsey will pay off her loans,Lindsey will pay off her loans in 5 months,Neutral,week_month,False
3955,before 26 weeks baseball season starts,baseball season starts in 6 months,Contradiction,week_month,False
3956,before 26 weeks the quarantine will be lifted,the quarantine will be lifted in 7 months,Contradiction,week_month,False
3957,before 26 weeks we will go visit Grandma,we will go visit Grandma in 8 months,Contradiction,week_month,False
3958,before 26 weeks my doctor's appointment is scheduled to take place,my doctor's appointment is scheduled to take place in 9 months,Contradiction,week_month,False
3959,before 26 weeks the next Presidential election is set to take place,the next Presidential election is set to take place in 10 months,Contradiction,week_month,False
3960,before 30 weeks we will ride our bikes,we will ride our bikes in 1 months,Neutral,week_month,False
3961,before 30 weeks the park will re-open,the park will re-open in 2 months,Neutral,week_month,False
3962,before 30 weeks Apple will release the next iPhone,Apple will release the next iPhone in 3 months,Neutral,week_month,False
3963,before 30 weeks we will start attending outdoor concerts,we will start attending outdoor concerts in 4 months,Neutral,week_month,False
3964,before 30 weeks the park will re-open,the park will re-open in 5 months,Neutral,week_month,False
3965,before 30 weeks we will sell the house,we will sell the house in 6 months,Neutral,week_month,False
3966,before 30 weeks the landlord will collect rent,the landlord will collect rent in 7 months,Contradiction,week_month,False
3967,before 30 weeks the quarantine will be lifted,the quarantine will be lifted in 8 months,Contradiction,week_month,False
3968,before 30 weeks we will start attending outdoor concerts,we will start attending outdoor concerts in 9 months,Contradiction,week_month,False
3969,before 30 weeks basketball season ends,basketball season ends in 10 months,Contradiction,week_month,False
3970,before 34 weeks the courtcase will begin,the courtcase will begin in 1 months,Neutral,week_month,False
3971,before 34 weeks Kendrick's album is set to drop,Kendrick's album is set to drop in 2 months,Neutral,week_month,False
3972,before 34 weeks Apple will release the next iPhone,Apple will release the next iPhone in 3 months,Neutral,week_month,False
3973,before 34 weeks we will sell the house,we will sell the house in 4 months,Neutral,week_month,False
3974,before 34 weeks summer solstice will take place,summer solstice will take place in 5 months,Neutral,week_month,False
3975,before 34 weeks Jake is planning to move,Jake is planning to move in 6 months,Neutral,week_month,False
3976,before 34 weeks basketball season ends,basketball season ends in 7 months,Neutral,week_month,False
3977,before 34 weeks baseball season starts,baseball season starts in 8 months,Contradiction,week_month,False
3978,before 34 weeks the quarantine will be lifted,the quarantine will be lifted in 9 months,Contradiction,week_month,False
3979,before 34 weeks the quarantine will be lifted,the quarantine will be lifted in 10 months,Contradiction,week_month,False
3980,before 39 weeks the quarantine will be lifted,the quarantine will be lifted in 1 months,Neutral,week_month,False
3981,before 39 weeks we will sell the house,we will sell the house in 2 months,Neutral,week_month,False
3982,before 39 weeks the next Presidential election is set to take place,the next Presidential election is set to take place in 3 months,Neutral,week_month,False
3983,before 39 weeks we will ride our bikes,we will ride our bikes in 4 months,Neutral,week_month,False
3984,before 39 weeks Lindsey will pay off her loans,Lindsey will pay off her loans in 5 months,Neutral,week_month,False
3985,before 39 weeks summer solstice will take place,summer solstice will take place in 6 months,Neutral,week_month,False
3986,before 39 weeks Pixar plans to release a new film,Pixar plans to release a new film in 7 months,Neutral,week_month,False
3987,before 39 weeks a new bike shop is opening up,a new bike shop is opening up in 8 months,Neutral,week_month,False
3988,before 39 weeks my doctor's appointment is scheduled to take place,my doctor's appointment is scheduled to take place in 9 months,Contradiction,week_month,False
3989,before 39 weeks the next Presidential election is set to take place,the next Presidential election is set to take place in 10 months,Contradiction,week_month,False
3990,before 43 weeks my doctor's appointment is scheduled to take place,my doctor's appointment is scheduled to take place in 1 months,Neutral,week_month,False
3991,before 43 weeks summer solstice will take place,summer solstice will take place in 2 months,Neutral,week_month,False
3992,before 43 weeks Apple will release the next iPhone,Apple will release the next iPhone in 3 months,Neutral,week_month,False
3993,before 43 weeks Jake is planning to move,Jake is planning to move in 4 months,Neutral,week_month,False
3994,before 43 weeks summer solstice will take place,summer solstice will take place in 5 months,Neutral,week_month,False
3995,before 43 weeks basketball season ends,basketball season ends in 6 months,Neutral,week_month,False
3996,before 43 weeks we will ride our bikes,we will ride our bikes in 7 months,Neutral,week_month,False
3997,before 43 weeks baseball season starts,baseball season starts in 8 months,Neutral,week_month,False
3998,before 43 weeks the quarantine will be lifted,the quarantine will be lifted in 9 months,Neutral,week_month,False
3999,before 43 weeks we will start attending outdoor concerts,we will start attending outdoor concerts in 10 months,Contradiction,week_month,False
4000,before 4 weeks Apple will release the next iPhone,Apple will release the next iPhone before 1 months,Entailment,week_month,False
4001,before 4 weeks a new bike shop is opening up,a new bike shop is opening up before 2 months,Entailment,week_month,False
4002,before 4 weeks Kendrick's album is set to drop,Kendrick's album is set to drop before 3 months,Entailment,week_month,False
4003,before 4 weeks basketball season ends,basketball season ends before 4 months,Entailment,week_month,False
4004,before 4 weeks we will ride our bikes,we will ride our bikes before 5 months,Entailment,week_month,False
4005,before 4 weeks we will go visit Grandma,we will go visit Grandma before 6 months,Entailment,week_month,False
4006,before 4 weeks we will sell the house,we will sell the house before 7 months,Entailment,week_month,False
4007,before 4 weeks the next Presidential election is set to take place,the next Presidential election is set to take place before 8 months,Entailment,week_month,False
4008,before 4 weeks baseball season starts,baseball season starts before 9 months,Entailment,week_month,False
4009,before 4 weeks my doctor's appointment is scheduled to take place,my doctor's appointment is scheduled to take place before 10 months,Entailment,week_month,False
4010,before 8 weeks Kendrick's album is set to drop,Kendrick's album is set to drop before 1 months,Neutral,week_month,False
4011,before 8 weeks my doctor's appointment is scheduled to take place,my doctor's appointment is scheduled to take place before 2 months,Entailment,week_month,False
4012,before 8 weeks the quarantine will be lifted,the quarantine will be lifted before 3 months,Entailment,week_month,False
4013,before 8 weeks Lindsey will pay off her loans,Lindsey will pay off her loans before 4 months,Entailment,week_month,False
4014,before 8 weeks baseball season starts,baseball season starts before 5 months,Entailment,week_month,False
4015,before 8 weeks Lindsey will pay off her loans,Lindsey will pay off her loans before 6 months,Entailment,week_month,False
4016,before 8 weeks Lindsey will pay off her loans,Lindsey will pay off her loans before 7 months,Entailment,week_month,False
4017,before 8 weeks Kendrick's album is set to drop,Kendrick's album is set to drop before 8 months,Entailment,week_month,False
4018,before 8 weeks Apple will release the next iPhone,Apple will release the next iPhone before 9 months,Entailment,week_month,False
4019,before 8 weeks the landlord will collect rent,the landlord will collect rent before 10 months,Entailment,week_month,False
4020,before 13 weeks a new bike shop is opening up,a new bike shop is opening up before 1 months,Neutral,week_month,False
4021,before 13 weeks final grades are due,final grades are due before 2 months,Neutral,week_month,False
4022,before 13 weeks Lindsey will pay off her loans,Lindsey will pay off her loans before 3 months,Entailment,week_month,False
4023,before 13 weeks summer solstice will take place,summer solstice will take place before 4 months,Entailment,week_month,False
4024,before 13 weeks the next Presidential election is set to take place,the next Presidential election is set to take place before 5 months,Entailment,week_month,False
4025,before 13 weeks we will ride our bikes,we will ride our bikes before 6 months,Entailment,week_month,False
4026,before 13 weeks we will start attending outdoor concerts,we will start attending outdoor concerts before 7 months,Entailment,week_month,False
4027,before 13 weeks the landlord will collect rent,the landlord will collect rent before 8 months,Entailment,week_month,False
4028,before 13 weeks we will start attending outdoor concerts,we will start attending outdoor concerts before 9 months,Entailment,week_month,False
4029,before 13 weeks summer solstice will take place,summer solstice will take place before 10 months,Entailment,week_month,False
4030,before 17 weeks a new bike shop is opening up,a new bike shop is opening up before 1 months,Neutral,week_month,False
4031,before 17 weeks Jake is planning to move,Jake is planning to move before 2 months,Neutral,week_month,False
4032,before 17 weeks the landlord will collect rent,the landlord will collect rent before 3 months,Neutral,week_month,False
4033,before 17 weeks summer solstice will take place,summer solstice will take place before 4 months,Entailment,week_month,False
4034,before 17 weeks the quarantine will be lifted,the quarantine will be lifted before 5 months,Entailment,week_month,False
4035,before 17 weeks summer solstice will take place,summer solstice will take place before 6 months,Entailment,week_month,False
4036,before 17 weeks basketball season ends,basketball season ends before 7 months,Entailment,week_month,False
4037,before 17 weeks the next Presidential election is set to take place,the next Presidential election is set to take place before 8 months,Entailment,week_month,False
4038,before 17 weeks my doctor's appointment is scheduled to take place,my doctor's appointment is scheduled to take place before 9 months,Entailment,week_month,False
4039,before 17 weeks final grades are due,final grades are due before 10 months,Entailment,week_month,False
4040,before 21 weeks Pixar plans to release a new film,Pixar plans to release a new film before 1 months,Neutral,week_month,False
4041,before 21 weeks summer solstice will take place,summer solstice will take place before 2 months,Neutral,week_month,False
4042,before 21 weeks baseball season starts,baseball season starts before 3 months,Neutral,week_month,False
4043,before 21 weeks we will sell the house,we will sell the house before 4 months,Neutral,week_month,False
4044,before 21 weeks Kendrick's album is set to drop,Kendrick's album is set to drop before 5 months,Entailment,week_month,False
4045,before 21 weeks summer solstice will take place,summer solstice will take place before 6 months,Entailment,week_month,False
4046,before 21 weeks the landlord will collect rent,the landlord will collect rent before 7 months,Entailment,week_month,False
4047,before 21 weeks Apple will release the next iPhone,Apple will release the next iPhone before 8 months,Entailment,week_month,False
4048,before 21 weeks Kendrick's album is set to drop,Kendrick's album is set to drop before 9 months,Entailment,week_month,False
4049,before 21 weeks Pixar plans to release a new film,Pixar plans to release a new film before 10 months,Entailment,week_month,False
4050,before 26 weeks baseball season starts,baseball season starts before 1 months,Neutral,week_month,False
4051,before 26 weeks Apple will release the next iPhone,Apple will release the next iPhone before 2 months,Neutral,week_month,False
4052,before 26 weeks basketball season ends,basketball season ends before 3 months,Neutral,week_month,False
4053,before 26 weeks Jake is planning to move,Jake is planning to move before 4 months,Neutral,week_month,False
4054,before 26 weeks final grades are due,final grades are due before 5 months,Neutral,week_month,False
4055,before 26 weeks we will sell the house,we will sell the house before 6 months,Entailment,week_month,False
4056,before 26 weeks Pixar plans to release a new film,Pixar plans to release a new film before 7 months,Entailment,week_month,False
4057,before 26 weeks Pixar plans to release a new film,Pixar plans to release a new film before 8 months,Entailment,week_month,False
4058,before 26 weeks summer solstice will take place,summer solstice will take place before 9 months,Entailment,week_month,False
4059,before 26 weeks my doctor's appointment is scheduled to take place,my doctor's appointment is scheduled to take place before 10 months,Entailment,week_month,False
4060,before 30 weeks Pixar plans to release a new film,Pixar plans to release a new film before 1 months,Neutral,week_month,False
4061,before 30 weeks the courtcase will begin,the courtcase will begin before 2 months,Neutral,week_month,False
4062,before 30 weeks a new bike shop is opening up,a new bike shop is opening up before 3 months,Neutral,week_month,False
4063,before 30 weeks Apple will release the next iPhone,Apple will release the next iPhone before 4 months,Neutral,week_month,False
4064,before 30 weeks the quarantine will be lifted,the quarantine will be lifted before 5 months,Neutral,week_month,False
4065,before 30 weeks basketball season ends,basketball season ends before 6 months,Neutral,week_month,False
4066,before 30 weeks we will go visit Grandma,we will go visit Grandma before 7 months,Entailment,week_month,False
4067,before 30 weeks basketball season ends,basketball season ends before 8 months,Entailment,week_month,False
4068,before 30 weeks Kendrick's album is set to drop,Kendrick's album is set to drop before 9 months,Entailment,week_month,False
4069,before 30 weeks we will sell the house,we will sell the house before 10 months,Entailment,week_month,False
4070,before 34 weeks Apple will release the next iPhone,Apple will release the next iPhone before 1 months,Neutral,week_month,False
4071,before 34 weeks the quarantine will be lifted,the quarantine will be lifted before 2 months,Neutral,week_month,False
4072,before 34 weeks Pixar plans to release a new film,Pixar plans to release a new film before 3 months,Neutral,week_month,False
4073,before 34 weeks the courtcase will begin,the courtcase will begin before 4 months,Neutral,week_month,False
4074,before 34 weeks the next Presidential election is set to take place,the next Presidential election is set to take place before 5 months,Neutral,week_month,False
4075,before 34 weeks we will start attending outdoor concerts,we will start attending outdoor concerts before 6 months,Neutral,week_month,False
4076,before 34 weeks we will go visit Grandma,we will go visit Grandma before 7 months,Neutral,week_month,False
4077,before 34 weeks we will start attending outdoor concerts,we will start attending outdoor concerts before 8 months,Entailment,week_month,False
4078,before 34 weeks the courtcase will begin,the courtcase will begin before 9 months,Entailment,week_month,False
4079,before 34 weeks final grades are due,final grades are due before 10 months,Entailment,week_month,False
4080,before 39 weeks we will ride our bikes,we will ride our bikes before 1 months,Neutral,week_month,False
4081,before 39 weeks Kendrick's album is set to drop,Kendrick's album is set to drop before 2 months,Neutral,week_month,False
4082,before 39 weeks we will ride our bikes,we will ride our bikes before 3 months,Neutral,week_month,False
4083,before 39 weeks we will start attending outdoor concerts,we will start attending outdoor concerts before 4 months,Neutral,week_month,False
4084,before 39 weeks Lindsey will pay off her loans,Lindsey will pay off her loans before 5 months,Neutral,week_month,False
4085,before 39 weeks baseball season starts,baseball season starts before 6 months,Neutral,week_month,False
4086,before 39 weeks we will ride our bikes,we will ride our bikes before 7 months,Neutral,week_month,False
4087,before 39 weeks we will go visit Grandma,we will go visit Grandma before 8 months,Neutral,week_month,False
4088,before 39 weeks the next Presidential election is set to take place,the next Presidential election is set to take place before 9 months,Entailment,week_month,False
4089,before 39 weeks a new bike shop is opening up,a new bike shop is opening up before 10 months,Entailment,week_month,False
4090,before 43 weeks we will sell the house,we will sell the house before 1 months,Neutral,week_month,False
4091,before 43 weeks we will start attending outdoor concerts,we will start attending outdoor concerts before 2 months,Neutral,week_month,False
4092,before 43 weeks Kendrick's album is set to drop,Kendrick's album is set to drop before 3 months,Neutral,week_month,False
4093,before 43 weeks Pixar plans to release a new film,Pixar plans to release a new film before 4 months,Neutral,week_month,False
4094,before 43 weeks Kendrick's album is set to drop,Kendrick's album is set to drop before 5 months,Neutral,week_month,False
4095,before 43 weeks the quarantine will be lifted,the quarantine will be lifted before 6 months,Neutral,week_month,False
4096,before 43 weeks basketball season ends,basketball season ends before 7 months,Neutral,week_month,False
4097,before 43 weeks a new bike shop is opening up,a new bike shop is opening up before 8 months,Neutral,week_month,False
4098,before 43 weeks the next Presidential election is set to take place,the next Presidential election is set to take place before 9 months,Neutral,week_month,False
4099,before 43 weeks baseball season starts,baseball season starts before 10 months,Entailment,week_month,False
4100,before 4 weeks my doctor's appointment is scheduled to take place,my doctor's appointment is scheduled to take place after 1 months,Contradiction,week_month,False
4101,before 4 weeks final grades are due,final grades are due after 2 months,Contradiction,week_month,False
4102,before 4 weeks we will start attending outdoor concerts,we will start attending outdoor concerts after 3 months,Contradiction,week_month,False
4103,before 4 weeks basketball season ends,basketball season ends after 4 months,Contradiction,week_month,False
4104,before 4 weeks basketball season ends,basketball season ends after 5 months,Contradiction,week_month,False
4105,before 4 weeks a new bike shop is opening up,a new bike shop is opening up after 6 months,Contradiction,week_month,False
4106,before 4 weeks baseball season starts,baseball season starts after 7 months,Contradiction,week_month,False
4107,before 4 weeks Apple will release the next iPhone,Apple will release the next iPhone after 8 months,Contradiction,week_month,False
4108,before 4 weeks we will go visit Grandma,we will go visit Grandma after 9 months,Contradiction,week_month,False
4109,before 4 weeks Apple will release the next iPhone,Apple will release the next iPhone after 10 months,Contradiction,week_month,False
4110,before 8 weeks the landlord will collect rent,the landlord will collect rent after 1 months,Neutral,week_month,False
4111,before 8 weeks we will go visit Grandma,we will go visit Grandma after 2 months,Contradiction,week_month,False
4112,before 8 weeks the next Presidential election is set to take place,the next Presidential election is set to take place after 3 months,Contradiction,week_month,False
4113,before 8 weeks summer solstice will take place,summer solstice will take place after 4 months,Contradiction,week_month,False
4114,before 8 weeks the park will re-open,the park will re-open after 5 months,Contradiction,week_month,False
4115,before 8 weeks the next Presidential election is set to take place,the next Presidential election is set to take place after 6 months,Contradiction,week_month,False
4116,before 8 weeks the next Presidential election is set to take place,the next Presidential election is set to take place after 7 months,Contradiction,week_month,False
4117,before 8 weeks baseball season starts,baseball season starts after 8 months,Contradiction,week_month,False
4118,before 8 weeks a new bike shop is opening up,a new bike shop is opening up after 9 months,Contradiction,week_month,False
4119,before 8 weeks Pixar plans to release a new film,Pixar plans to release a new film after 10 months,Contradiction,week_month,False
4120,before 13 weeks we will go visit Grandma,we will go visit Grandma after 1 months,Neutral,week_month,False
4121,before 13 weeks the courtcase will begin,the courtcase will begin after 2 months,Neutral,week_month,False
4122,before 13 weeks we will ride our bikes,we will ride our bikes after 3 months,Contradiction,week_month,False
4123,before 13 weeks final grades are due,final grades are due after 4 months,Contradiction,week_month,False
4124,before 13 weeks the quarantine will be lifted,the quarantine will be lifted after 5 months,Contradiction,week_month,False
4125,before 13 weeks basketball season ends,basketball season ends after 6 months,Contradiction,week_month,False
4126,before 13 weeks Apple will release the next iPhone,Apple will release the next iPhone after 7 months,Contradiction,week_month,False
4127,before 13 weeks baseball season starts,baseball season starts after 8 months,Contradiction,week_month,False
4128,before 13 weeks the next Presidential election is set to take place,the next Presidential election is set to take place after 9 months,Contradiction,week_month,False
4129,before 13 weeks summer solstice will take place,summer solstice will take place after 10 months,Contradiction,week_month,False
4130,before 17 weeks we will go visit Grandma,we will go visit Grandma after 1 months,Neutral,week_month,False
4131,before 17 weeks the courtcase will begin,the courtcase will begin after 2 months,Neutral,week_month,False
4132,before 17 weeks the park will re-open,the park will re-open after 3 months,Neutral,week_month,False
4133,before 17 weeks baseball season starts,baseball season starts after 4 months,Contradiction,week_month,False
4134,before 17 weeks the next Presidential election is set to take place,the next Presidential election is set to take place after 5 months,Contradiction,week_month,False
4135,before 17 weeks Lindsey will pay off her loans,Lindsey will pay off her loans after 6 months,Contradiction,week_month,False
4136,before 17 weeks Kendrick's album is set to drop,Kendrick's album is set to drop after 7 months,Contradiction,week_month,False
4137,before 17 weeks Pixar plans to release a new film,Pixar plans to release a new film after 8 months,Contradiction,week_month,False
4138,before 17 weeks Apple will release the next iPhone,Apple will release the next iPhone after 9 months,Contradiction,week_month,False
4139,before 17 weeks the next Presidential election is set to take place,the next Presidential election is set to take place after 10 months,Contradiction,week_month,False
4140,before 21 weeks we will go visit Grandma,we will go visit Grandma after 1 months,Neutral,week_month,False
4141,before 21 weeks Kendrick's album is set to drop,Kendrick's album is set to drop after 2 months,Neutral,week_month,False
4142,before 21 weeks Apple will release the next iPhone,Apple will release the next iPhone after 3 months,Neutral,week_month,False
4143,before 21 weeks baseball season starts,baseball season starts after 4 months,Neutral,week_month,False
4144,before 21 weeks basketball season ends,basketball season ends after 5 months,Contradiction,week_month,False
4145,before 21 weeks baseball season starts,baseball season starts after 6 months,Contradiction,week_month,False
4146,before 21 weeks summer solstice will take place,summer solstice will take place after 7 months,Contradiction,week_month,False
4147,before 21 weeks my doctor's appointment is scheduled to take place,my doctor's appointment is scheduled to take place after 8 months,Contradiction,week_month,False
4148,before 21 weeks baseball season starts,baseball season starts after 9 months,Contradiction,week_month,False
4149,before 21 weeks my doctor's appointment is scheduled to take place,my doctor's appointment is scheduled to take place after 10 months,Contradiction,week_month,False
4150,before 26 weeks baseball season starts,baseball season starts after 1 months,Neutral,week_month,False
4151,before 26 weeks we will sell the house,we will sell the house after 2 months,Neutral,week_month,False
4152,before 26 weeks Jake is planning to move,Jake is planning to move after 3 months,Neutral,week_month,False
4153,before 26 weeks we will sell the house,we will sell the house after 4 months,Neutral,week_month,False
4154,before 26 weeks my doctor's appointment is scheduled to take place,my doctor's appointment is scheduled to take place after 5 months,Neutral,week_month,False
4155,before 26 weeks Kendrick's album is set to drop,Kendrick's album is set to drop after 6 months,Contradiction,week_month,False
4156,before 26 weeks Apple will release the next iPhone,Apple will release the next iPhone after 7 months,Contradiction,week_month,False
4157,before 26 weeks baseball season starts,baseball season starts after 8 months,Contradiction,week_month,False
4158,before 26 weeks we will go visit Grandma,we will go visit Grandma after 9 months,Contradiction,week_month,False
4159,before 26 weeks the courtcase will begin,the courtcase will begin after 10 months,Contradiction,week_month,False
4160,before 30 weeks Jake is planning to move,Jake is planning to move after 1 months,Neutral,week_month,False
4161,before 30 weeks Pixar plans to release a new film,Pixar plans to release a new film after 2 months,Neutral,week_month,False
4162,before 30 weeks we will sell the house,we will sell the house after 3 months,Neutral,week_month,False
4163,before 30 weeks Pixar plans to release a new film,Pixar plans to release a new film after 4 months,Neutral,week_month,False
4164,before 30 weeks the courtcase will begin,the courtcase will begin after 5 months,Neutral,week_month,False
4165,before 30 weeks we will go visit Grandma,we will go visit Grandma after 6 months,Neutral,week_month,False
4166,before 30 weeks Kendrick's album is set to drop,Kendrick's album is set to drop after 7 months,Contradiction,week_month,False
4167,before 30 weeks the next Presidential election is set to take place,the next Presidential election is set to take place after 8 months,Contradiction,week_month,False
4168,before 30 weeks a new bike shop is opening up,a new bike shop is opening up after 9 months,Contradiction,week_month,False
4169,before 30 weeks the courtcase will begin,the courtcase will begin after 10 months,Contradiction,week_month,False
4170,before 34 weeks Lindsey will pay off her loans,Lindsey will pay off her loans after 1 months,Neutral,week_month,False
4171,before 34 weeks the landlord will collect rent,the landlord will collect rent after 2 months,Neutral,week_month,False
4172,before 34 weeks Lindsey will pay off her loans,Lindsey will pay off her loans after 3 months,Neutral,week_month,False
4173,before 34 weeks a new bike shop is opening up,a new bike shop is opening up after 4 months,Neutral,week_month,False
4174,before 34 weeks the next Presidential election is set to take place,the next Presidential election is set to take place after 5 months,Neutral,week_month,False
4175,before 34 weeks final grades are due,final grades are due after 6 months,Neutral,week_month,False
4176,before 34 weeks basketball season ends,basketball season ends after 7 months,Neutral,week_month,False
4177,before 34 weeks a new bike shop is opening up,a new bike shop is opening up after 8 months,Contradiction,week_month,False
4178,before 34 weeks Apple will release the next iPhone,Apple will release the next iPhone after 9 months,Contradiction,week_month,False
4179,before 34 weeks the next Presidential election is set to take place,the next Presidential election is set to take place after 10 months,Contradiction,week_month,False
4180,before 39 weeks the park will re-open,the park will re-open after 1 months,Neutral,week_month,False
4181,before 39 weeks we will ride our bikes,we will ride our bikes after 2 months,Neutral,week_month,False
4182,before 39 weeks Pixar plans to release a new film,Pixar plans to release a new film after 3 months,Neutral,week_month,False
4183,before 39 weeks we will ride our bikes,we will ride our bikes after 4 months,Neutral,week_month,False
4184,before 39 weeks Kendrick's album is set to drop,Kendrick's album is set to drop after 5 months,Neutral,week_month,False
4185,before 39 weeks the park will re-open,the park will re-open after 6 months,Neutral,week_month,False
4186,before 39 weeks we will go visit Grandma,we will go visit Grandma after 7 months,Neutral,week_month,False
4187,before 39 weeks my doctor's appointment is scheduled to take place,my doctor's appointment is scheduled to take place after 8 months,Neutral,week_month,False
4188,before 39 weeks baseball season starts,baseball season starts after 9 months,Contradiction,week_month,False
4189,before 39 weeks we will ride our bikes,we will ride our bikes after 10 months,Contradiction,week_month,False
4190,before 43 weeks Pixar plans to release a new film,Pixar plans to release a new film after 1 months,Neutral,week_month,False
4191,before 43 weeks basketball season ends,basketball season ends after 2 months,Neutral,week_month,False
4192,before 43 weeks the next Presidential election is set to take place,the next Presidential election is set to take place after 3 months,Neutral,week_month,False
4193,before 43 weeks we will ride our bikes,we will ride our bikes after 4 months,Neutral,week_month,False
4194,before 43 weeks my doctor's appointment is scheduled to take place,my doctor's appointment is scheduled to take place after 5 months,Neutral,week_month,False
4195,before 43 weeks summer solstice will take place,summer solstice will take place after 6 months,Neutral,week_month,False
4196,before 43 weeks we will go visit Grandma,we will go visit Grandma after 7 months,Neutral,week_month,False
4197,before 43 weeks we will start attending outdoor concerts,we will start attending outdoor concerts after 8 months,Neutral,week_month,False
4198,before 43 weeks basketball season ends,basketball season ends after 9 months,Neutral,week_month,False
4199,before 43 weeks Pixar plans to release a new film,Pixar plans to release a new film after 10 months,Contradiction,week_month,False
4200,after 4 weeks the courtcase will begin,the courtcase will begin in 1 months,Neutral,week_month,False
4201,after 4 weeks a new bike shop is opening up,a new bike shop is opening up in 2 months,Neutral,week_month,False
4202,after 4 weeks we will go visit Grandma,we will go visit Grandma in 3 months,Neutral,week_month,False
4203,after 4 weeks final grades are due,final grades are due in 4 months,Neutral,week_month,False
4204,after 4 weeks Pixar plans to release a new film,Pixar plans to release a new film in 5 months,Neutral,week_month,False
4205,after 4 weeks the quarantine will be lifted,the quarantine will be lifted in 6 months,Neutral,week_month,False
4206,after 4 weeks final grades are due,final grades are due in 7 months,Neutral,week_month,False
4207,after 4 weeks the park will re-open,the park will re-open in 8 months,Neutral,week_month,False
4208,after 4 weeks Jake is planning to move,Jake is planning to move in 9 months,Neutral,week_month,False
4209,after 4 weeks the next Presidential election is set to take place,the next Presidential election is set to take place in 10 months,Neutral,week_month,False
4210,after 8 weeks Jake is planning to move,Jake is planning to move in 1 months,Contradiction,week_month,False
4211,after 8 weeks the quarantine will be lifted,the quarantine will be lifted in 2 months,Neutral,week_month,False
4212,after 8 weeks Apple will release the next iPhone,Apple will release the next iPhone in 3 months,Neutral,week_month,False
4213,after 8 weeks basketball season ends,basketball season ends in 4 months,Neutral,week_month,False
4214,after 8 weeks the next Presidential election is set to take place,the next Presidential election is set to take place in 5 months,Neutral,week_month,False
