,Premise,Hypothesis,Label,Premise Preposition,Higher Duration Unit,Premise Forward/Backward
19449,The landlord will collect rent after 1 day.,The landlord will collect rent after 9 hours.,E,after,day,forward
19450,The landlord will collect rent after 1 day.,The landlord will collect rent before 85 hours.,N,after,day,forward
19451,The landlord will collect rent after 1 day.,The landlord will collect rent after 33 hours.,N,after,day,forward
19452,"In 1 day, the landlord will collect rent.",The landlord will collect rent before 23 hours.,C,in,day,backward
19453,"In 1 day, the landlord will collect rent.",The landlord will collect rent after 18 hours.,E,in,day,backward
19454,"In 1 day, the landlord will collect rent.",The landlord will collect rent before 90 hours.,E,in,day,backward
19455,"In 1 day, the landlord will collect rent.",The landlord will collect rent after 114 hours.,C,in,day,backward
19456,"Before 1 day, the landlord will collect rent.",The landlord will collect rent before 6 hours.,N,before,day,backward
19457,"Before 1 day, the landlord will collect rent.",The landlord will collect rent after 13 hours.,N,before,day,backward
19458,"Before 1 day, the landlord will collect rent.",The landlord will collect rent before 79 hours.,E,before,day,backward
19459,"Before 1 day, the landlord will collect rent.",The landlord will collect rent after 63 hours.,C,before,day,backward
19460,"After 1 day, the landlord will collect rent.",The landlord will collect rent before 8 hours.,C,after,day,backward
19461,"After 1 day, the landlord will collect rent.",The landlord will collect rent after 5 hours.,E,after,day,backward
19462,"After 1 day, the landlord will collect rent.",The landlord will collect rent before 66 hours.,N,after,day,backward
19463,"After 1 day, the landlord will collect rent.",The landlord will collect rent after 68 hours.,N,after,day,backward
19464,The landlord will collect rent in 2 days.,The landlord will collect rent before 2 hours.,C,in,day,forward
19465,The landlord will collect rent in 2 days.,The landlord will collect rent after 29 hours.,E,in,day,forward
19466,The landlord will collect rent in 2 days.,The landlord will collect rent before 161 hours.,E,in,day,forward
19467,The landlord will collect rent in 2 days.,The landlord will collect rent after 100 hours.,C,in,day,forward
19468,The landlord will collect rent before 2 days.,The landlord will collect rent before 40 hours.,N,before,day,forward
19469,The landlord will collect rent before 2 days.,The landlord will collect rent after 39 hours.,N,before,day,forward
19470,The landlord will collect rent before 2 days.,The landlord will collect rent before 83 hours.,E,before,day,forward
19471,The landlord will collect rent before 2 days.,The landlord will collect rent after 86 hours.,C,before,day,forward
19472,The landlord will collect rent after 2 days.,The landlord will collect rent before 44 hours.,C,after,day,forward
19473,The landlord will collect rent after 2 days.,The landlord will collect rent after 11 hours.,E,after,day,forward
19474,The landlord will collect rent after 2 days.,The landlord will collect rent before 138 hours.,N,after,day,forward
19475,The landlord will collect rent after 2 days.,The landlord will collect rent after 84 hours.,N,after,day,forward
19476,"In 2 days, the landlord will collect rent.",The landlord will collect rent before 46 hours.,C,in,day,backward
19477,"In 2 days, the landlord will collect rent.",The landlord will collect rent after 15 hours.,E,in,day,backward
19478,"In 2 days, the landlord will collect rent.",The landlord will collect rent before 115 hours.,E,in,day,backward
19479,"In 2 days, the landlord will collect rent.",The landlord will collect rent after 107 hours.,C,in,day,backward
19480,"Before 2 days, the landlord will collect rent.",The landlord will collect rent before 44 hours.,N,before,day,backward
19481,"Before 2 days, the landlord will collect rent.",The landlord will collect rent after 8 hours.,N,before,day,backward
19482,"Before 2 days, the landlord will collect rent.",The landlord will collect rent before 118 hours.,E,before,day,backward
19483,"Before 2 days, the landlord will collect rent.",The landlord will collect rent after 70 hours.,C,before,day,backward
19484,"After 2 days, the landlord will collect rent.",The landlord will collect rent before 16 hours.,C,after,day,backward
19485,"After 2 days, the landlord will collect rent.",The landlord will collect rent after 14 hours.,E,after,day,backward
19486,"After 2 days, the landlord will collect rent.",The landlord will collect rent before 118 hours.,N,after,day,backward
19487,"After 2 days, the landlord will collect rent.",The landlord will collect rent after 152 hours.,N,after,day,backward
19488,The landlord will collect rent in 3 days.,The landlord will collect rent before 8 hours.,C,in,day,forward
19489,The landlord will collect rent in 3 days.,The landlord will collect rent after 7 hours.,E,in,day,forward
19490,The landlord will collect rent in 3 days.,The landlord will collect rent before 134 hours.,E,in,day,forward
19491,The landlord will collect rent in 3 days.,The landlord will collect rent after 135 hours.,C,in,day,forward
19492,The landlord will collect rent before 3 days.,The landlord will collect rent before 4 hours.,N,before,day,forward
19493,The landlord will collect rent before 3 days.,The landlord will collect rent after 31 hours.,N,before,day,forward
19494,The landlord will collect rent before 3 days.,The landlord will collect rent before 106 hours.,E,before,day,forward
19495,The landlord will collect rent before 3 days.,The landlord will collect rent after 162 hours.,C,before,day,forward
19496,The landlord will collect rent after 3 days.,The landlord will collect rent before 33 hours.,C,after,day,forward
19497,The landlord will collect rent after 3 days.,The landlord will collect rent after 9 hours.,E,after,day,forward
19498,The landlord will collect rent after 3 days.,The landlord will collect rent before 108 hours.,N,after,day,forward
19499,The landlord will collect rent after 3 days.,The landlord will collect rent after 173 hours.,N,after,day,forward
19500,"In 3 days, the landlord will collect rent.",The landlord will collect rent before 1 hour.,C,in,day,backward
19501,"In 3 days, the landlord will collect rent.",The landlord will collect rent after 18 hours.,E,in,day,backward
19502,"In 3 days, the landlord will collect rent.",The landlord will collect rent before 122 hours.,E,in,day,backward
19503,"In 3 days, the landlord will collect rent.",The landlord will collect rent after 115 hours.,C,in,day,backward
19504,"Before 3 days, the landlord will collect rent.",The landlord will collect rent before 4 hours.,N,before,day,backward
19505,"Before 3 days, the landlord will collect rent.",The landlord will collect rent after 31 hours.,N,before,day,backward
19506,"Before 3 days, the landlord will collect rent.",The landlord will collect rent before 179 hours.,E,before,day,backward
19507,"Before 3 days, the landlord will collect rent.",The landlord will collect rent after 175 hours.,C,before,day,backward
19508,"After 3 days, the landlord will collect rent.",The landlord will collect rent before 4 hours.,C,after,day,backward
19509,"After 3 days, the landlord will collect rent.",The landlord will collect rent after 29 hours.,E,after,day,backward
19510,"After 3 days, the landlord will collect rent.",The landlord will collect rent before 86 hours.,N,after,day,backward
19511,"After 3 days, the landlord will collect rent.",The landlord will collect rent after 142 hours.,N,after,day,backward
19512,The landlord will collect rent in 4 days.,The landlord will collect rent before 70 hours.,C,in,day,forward
19513,The landlord will collect rent in 4 days.,The landlord will collect rent after 91 hours.,E,in,day,forward
19514,The landlord will collect rent in 4 days.,The landlord will collect rent before 186 hours.,E,in,day,forward
19515,The landlord will collect rent in 4 days.,The landlord will collect rent after 114 hours.,C,in,day,forward
19516,The landlord will collect rent before 4 days.,The landlord will collect rent before 58 hours.,N,before,day,forward
19517,The landlord will collect rent before 4 days.,The landlord will collect rent after 8 hours.,N,before,day,forward
19518,The landlord will collect rent before 4 days.,The landlord will collect rent before 214 hours.,E,before,day,forward
19519,The landlord will collect rent before 4 days.,The landlord will collect rent after 132 hours.,C,before,day,forward
19520,The landlord will collect rent after 4 days.,The landlord will collect rent before 19 hours.,C,after,day,forward
19521,The landlord will collect rent after 4 days.,The landlord will collect rent after 84 hours.,E,after,day,forward
19522,The landlord will collect rent after 4 days.,The landlord will collect rent before 157 hours.,N,after,day,forward
19523,The landlord will collect rent after 4 days.,The landlord will collect rent after 157 hours.,N,after,day,forward
19524,"In 4 days, the landlord will collect rent.",The landlord will collect rent before 51 hours.,C,in,day,backward
19525,"In 4 days, the landlord will collect rent.",The landlord will collect rent after 30 hours.,E,in,day,backward
19526,"In 4 days, the landlord will collect rent.",The landlord will collect rent before 147 hours.,E,in,day,backward
19527,"In 4 days, the landlord will collect rent.",The landlord will collect rent after 214 hours.,C,in,day,backward
19528,"Before 4 days, the landlord will collect rent.",The landlord will collect rent before 25 hours.,N,before,day,backward
19529,"Before 4 days, the landlord will collect rent.",The landlord will collect rent after 39 hours.,N,before,day,backward
19530,"Before 4 days, the landlord will collect rent.",The landlord will collect rent before 128 hours.,E,before,day,backward
19531,"Before 4 days, the landlord will collect rent.",The landlord will collect rent after 115 hours.,C,before,day,backward
19532,"After 4 days, the landlord will collect rent.",The landlord will collect rent before 8 hours.,C,after,day,backward
19533,"After 4 days, the landlord will collect rent.",The landlord will collect rent after 63 hours.,E,after,day,backward
19534,"After 4 days, the landlord will collect rent.",The landlord will collect rent before 154 hours.,N,after,day,backward
19535,"After 4 days, the landlord will collect rent.",The landlord will collect rent after 104 hours.,N,after,day,backward
19536,The landlord will collect rent in 5 days.,The landlord will collect rent before 113 hours.,C,in,day,forward
19537,The landlord will collect rent in 5 days.,The landlord will collect rent after 102 hours.,E,in,day,forward
19538,The landlord will collect rent in 5 days.,The landlord will collect rent before 191 hours.,E,in,day,forward
19539,The landlord will collect rent in 5 days.,The landlord will collect rent after 122 hours.,C,in,day,forward
19540,The landlord will collect rent before 5 days.,The landlord will collect rent before 22 hours.,N,before,day,forward
19541,The landlord will collect rent before 5 days.,The landlord will collect rent after 44 hours.,N,before,day,forward
19542,The landlord will collect rent before 5 days.,The landlord will collect rent before 153 hours.,E,before,day,forward
19543,The landlord will collect rent before 5 days.,The landlord will collect rent after 206 hours.,C,before,day,forward
19544,The landlord will collect rent after 5 days.,The landlord will collect rent before 63 hours.,C,after,day,forward
19545,The landlord will collect rent after 5 days.,The landlord will collect rent after 39 hours.,E,after,day,forward
19546,The landlord will collect rent after 5 days.,The landlord will collect rent before 239 hours.,N,after,day,forward
19547,The landlord will collect rent after 5 days.,The landlord will collect rent after 216 hours.,N,after,day,forward
19548,"In 5 days, the landlord will collect rent.",The landlord will collect rent before 10 hours.,C,in,day,backward
19549,"In 5 days, the landlord will collect rent.",The landlord will collect rent after 11 hours.,E,in,day,backward
19550,"In 5 days, the landlord will collect rent.",The landlord will collect rent before 179 hours.,E,in,day,backward
19551,"In 5 days, the landlord will collect rent.",The landlord will collect rent after 166 hours.,C,in,day,backward
19552,"Before 5 days, the landlord will collect rent.",The landlord will collect rent before 69 hours.,N,before,day,backward
19553,"Before 5 days, the landlord will collect rent.",The landlord will collect rent after 24 hours.,N,before,day,backward
19554,"Before 5 days, the landlord will collect rent.",The landlord will collect rent before 169 hours.,E,before,day,backward
19555,"Before 5 days, the landlord will collect rent.",The landlord will collect rent after 153 hours.,C,before,day,backward
19556,"After 5 days, the landlord will collect rent.",The landlord will collect rent before 92 hours.,C,after,day,backward
19557,"After 5 days, the landlord will collect rent.",The landlord will collect rent after 80 hours.,E,after,day,backward
19558,"After 5 days, the landlord will collect rent.",The landlord will collect rent before 173 hours.,N,after,day,backward
19559,"After 5 days, the landlord will collect rent.",The landlord will collect rent after 188 hours.,N,after,day,backward
19560,The landlord will collect rent in 6 days.,The landlord will collect rent before 39 hours.,C,in,day,forward
19561,The landlord will collect rent in 6 days.,The landlord will collect rent after 77 hours.,E,in,day,forward
19562,The landlord will collect rent in 6 days.,The landlord will collect rent before 230 hours.,E,in,day,forward
19563,The landlord will collect rent in 6 days.,The landlord will collect rent after 157 hours.,C,in,day,forward
19564,The landlord will collect rent before 6 days.,The landlord will collect rent before 126 hours.,N,before,day,forward
19565,The landlord will collect rent before 6 days.,The landlord will collect rent after 34 hours.,N,before,day,forward
19566,The landlord will collect rent before 6 days.,The landlord will collect rent before 247 hours.,E,before,day,forward
19567,The landlord will collect rent before 6 days.,The landlord will collect rent after 154 hours.,C,before,day,forward
19568,The landlord will collect rent after 6 days.,The landlord will collect rent before 24 hours.,C,after,day,forward
19569,The landlord will collect rent after 6 days.,The landlord will collect rent after 51 hours.,E,after,day,forward
19570,The landlord will collect rent after 6 days.,The landlord will collect rent before 180 hours.,N,after,day,forward
19571,The landlord will collect rent after 6 days.,The landlord will collect rent after 190 hours.,N,after,day,forward
19572,"In 6 days, the landlord will collect rent.",The landlord will collect rent before 93 hours.,C,in,day,backward
19573,"In 6 days, the landlord will collect rent.",The landlord will collect rent after 103 hours.,E,in,day,backward
19574,"In 6 days, the landlord will collect rent.",The landlord will collect rent before 203 hours.,E,in,day,backward
19575,"In 6 days, the landlord will collect rent.",The landlord will collect rent after 251 hours.,C,in,day,backward
19576,"Before 6 days, the landlord will collect rent.",The landlord will collect rent before 114 hours.,N,before,day,backward
19577,"Before 6 days, the landlord will collect rent.",The landlord will collect rent after 99 hours.,N,before,day,backward
19578,"Before 6 days, the landlord will collect rent.",The landlord will collect rent before 257 hours.,E,before,day,backward
19579,"Before 6 days, the landlord will collect rent.",The landlord will collect rent after 215 hours.,C,before,day,backward
19580,"After 6 days, the landlord will collect rent.",The landlord will collect rent before 125 hours.,C,after,day,backward
19581,"After 6 days, the landlord will collect rent.",The landlord will collect rent after 110 hours.,E,after,day,backward
19582,"After 6 days, the landlord will collect rent.",The landlord will collect rent before 219 hours.,N,after,day,backward
19583,"After 6 days, the landlord will collect rent.",The landlord will collect rent after 147 hours.,N,after,day,backward
19584,The landlord will collect rent in 7 days.,The landlord will collect rent before 114 hours.,C,in,day,forward
19585,The landlord will collect rent in 7 days.,The landlord will collect rent after 102 hours.,E,in,day,forward
19586,The landlord will collect rent in 7 days.,The landlord will collect rent before 288 hours.,E,in,day,forward
19587,The landlord will collect rent in 7 days.,The landlord will collect rent after 181 hours.,C,in,day,forward
19588,The landlord will collect rent before 7 days.,The landlord will collect rent before 96 hours.,N,before,day,forward
19589,The landlord will collect rent before 7 days.,The landlord will collect rent after 62 hours.,N,before,day,forward
19590,The landlord will collect rent before 7 days.,The landlord will collect rent before 225 hours.,E,before,day,forward
19591,The landlord will collect rent before 7 days.,The landlord will collect rent after 175 hours.,C,before,day,forward
19592,The landlord will collect rent after 7 days.,The landlord will collect rent before 101 hours.,C,after,day,forward
19593,The landlord will collect rent after 7 days.,The landlord will collect rent after 71 hours.,E,after,day,forward
19594,The landlord will collect rent after 7 days.,The landlord will collect rent before 231 hours.,N,after,day,forward
19595,The landlord will collect rent after 7 days.,The landlord will collect rent after 195 hours.,N,after,day,forward
19596,"In 7 days, the landlord will collect rent.",The landlord will collect rent before 103 hours.,C,in,day,backward
19597,"In 7 days, the landlord will collect rent.",The landlord will collect rent after 61 hours.,E,in,day,backward
19598,"In 7 days, the landlord will collect rent.",The landlord will collect rent before 252 hours.,E,in,day,backward
19599,"In 7 days, the landlord will collect rent.",The landlord will collect rent after 239 hours.,C,in,day,backward
19600,"Before 7 days, the landlord will collect rent.",The landlord will collect rent before 48 hours.,N,before,day,backward
19601,"Before 7 days, the landlord will collect rent.",The landlord will collect rent after 75 hours.,N,before,day,backward
19602,"Before 7 days, the landlord will collect rent.",The landlord will collect rent before 254 hours.,E,before,day,backward
19603,"Before 7 days, the landlord will collect rent.",The landlord will collect rent after 278 hours.,C,before,day,backward
19604,"After 7 days, the landlord will collect rent.",The landlord will collect rent before 98 hours.,C,after,day,backward
19605,"After 7 days, the landlord will collect rent.",The landlord will collect rent after 143 hours.,E,after,day,backward
19606,"After 7 days, the landlord will collect rent.",The landlord will collect rent before 228 hours.,N,after,day,backward
19607,"After 7 days, the landlord will collect rent.",The landlord will collect rent after 271 hours.,N,after,day,backward
19608,The landlord will collect rent in 8 days.,The landlord will collect rent before 96 hours.,C,in,day,forward
19609,The landlord will collect rent in 8 days.,The landlord will collect rent after 103 hours.,E,in,day,forward
19610,The landlord will collect rent in 8 days.,The landlord will collect rent before 287 hours.,E,in,day,forward
19611,The landlord will collect rent in 8 days.,The landlord will collect rent after 299 hours.,C,in,day,forward
19612,The landlord will collect rent before 8 days.,The landlord will collect rent before 152 hours.,N,before,day,forward
19613,The landlord will collect rent before 8 days.,The landlord will collect rent after 116 hours.,N,before,day,forward
19614,The landlord will collect rent before 8 days.,The landlord will collect rent before 212 hours.,E,before,day,forward
19615,The landlord will collect rent before 8 days.,The landlord will collect rent after 208 hours.,C,before,day,forward
19616,The landlord will collect rent after 8 days.,The landlord will collect rent before 187 hours.,C,after,day,forward
19617,The landlord will collect rent after 8 days.,The landlord will collect rent after 134 hours.,E,after,day,forward
19618,The landlord will collect rent after 8 days.,The landlord will collect rent before 226 hours.,N,after,day,forward
19619,The landlord will collect rent after 8 days.,The landlord will collect rent after 274 hours.,N,after,day,forward
19620,"In 8 days, the landlord will collect rent.",The landlord will collect rent before 96 hours.,C,in,day,backward
19621,"In 8 days, the landlord will collect rent.",The landlord will collect rent after 175 hours.,E,in,day,backward
19622,"In 8 days, the landlord will collect rent.",The landlord will collect rent before 198 hours.,E,in,day,backward
19623,"In 8 days, the landlord will collect rent.",The landlord will collect rent after 221 hours.,C,in,day,backward
19624,"Before 8 days, the landlord will collect rent.",The landlord will collect rent before 134 hours.,N,before,day,backward
19625,"Before 8 days, the landlord will collect rent.",The landlord will collect rent after 130 hours.,N,before,day,backward
19626,"Before 8 days, the landlord will collect rent.",The landlord will collect rent before 309 hours.,E,before,day,backward
19627,"Before 8 days, the landlord will collect rent.",The landlord will collect rent after 244 hours.,C,before,day,backward
19628,"After 8 days, the landlord will collect rent.",The landlord will collect rent before 190 hours.,C,after,day,backward
19629,"After 8 days, the landlord will collect rent.",The landlord will collect rent after 73 hours.,E,after,day,backward
19630,"After 8 days, the landlord will collect rent.",The landlord will collect rent before 277 hours.,N,after,day,backward
19631,"After 8 days, the landlord will collect rent.",The landlord will collect rent after 228 hours.,N,after,day,backward
19632,The landlord will collect rent in 9 days.,The landlord will collect rent before 198 hours.,C,in,day,forward
19633,The landlord will collect rent in 9 days.,The landlord will collect rent after 125 hours.,E,in,day,forward
19634,The landlord will collect rent in 9 days.,The landlord will collect rent before 253 hours.,E,in,day,forward
19635,The landlord will collect rent in 9 days.,The landlord will collect rent after 225 hours.,C,in,day,forward
19636,The landlord will collect rent before 9 days.,The landlord will collect rent before 179 hours.,N,before,day,forward
19637,The landlord will collect rent before 9 days.,The landlord will collect rent after 157 hours.,N,before,day,forward
19638,The landlord will collect rent before 9 days.,The landlord will collect rent before 323 hours.,E,before,day,forward
19639,The landlord will collect rent before 9 days.,The landlord will collect rent after 310 hours.,C,before,day,forward
19640,The landlord will collect rent after 9 days.,The landlord will collect rent before 106 hours.,C,after,day,forward
19641,The landlord will collect rent after 9 days.,The landlord will collect rent after 158 hours.,E,after,day,forward
19642,The landlord will collect rent after 9 days.,The landlord will collect rent before 286 hours.,N,after,day,forward
19643,The landlord will collect rent after 9 days.,The landlord will collect rent after 264 hours.,N,after,day,forward
19644,"In 9 days, the landlord will collect rent.",The landlord will collect rent before 145 hours.,C,in,day,backward
19645,"In 9 days, the landlord will collect rent.",The landlord will collect rent after 161 hours.,E,in,day,backward
19646,"In 9 days, the landlord will collect rent.",The landlord will collect rent before 248 hours.,E,in,day,backward
19647,"In 9 days, the landlord will collect rent.",The landlord will collect rent after 321 hours.,C,in,day,backward
19648,"Before 9 days, the landlord will collect rent.",The landlord will collect rent before 164 hours.,N,before,day,backward
19649,"Before 9 days, the landlord will collect rent.",The landlord will collect rent after 187 hours.,N,before,day,backward
19650,"Before 9 days, the landlord will collect rent.",The landlord will collect rent before 333 hours.,E,before,day,backward
19651,"Before 9 days, the landlord will collect rent.",The landlord will collect rent after 268 hours.,C,before,day,backward
19652,"After 9 days, the landlord will collect rent.",The landlord will collect rent before 100 hours.,C,after,day,backward
19653,"After 9 days, the landlord will collect rent.",The landlord will collect rent after 191 hours.,E,after,day,backward
19654,"After 9 days, the landlord will collect rent.",The landlord will collect rent before 267 hours.,N,after,day,backward
19655,"After 9 days, the landlord will collect rent.",The landlord will collect rent after 227 hours.,N,after,day,backward
19656,The landlord will collect rent in 10 days.,The landlord will collect rent before 233 hours.,C,in,day,forward
19657,The landlord will collect rent in 10 days.,The landlord will collect rent after 222 hours.,E,in,day,forward
19658,The landlord will collect rent in 10 days.,The landlord will collect rent before 250 hours.,E,in,day,forward
19659,The landlord will collect rent in 10 days.,The landlord will collect rent after 327 hours.,C,in,day,forward
19660,The landlord will collect rent before 10 days.,The landlord will collect rent before 203 hours.,N,before,day,forward
19661,The landlord will collect rent before 10 days.,The landlord will collect rent after 173 hours.,N,before,day,forward
19662,The landlord will collect rent before 10 days.,The landlord will collect rent before 292 hours.,E,before,day,forward
19663,The landlord will collect rent before 10 days.,The landlord will collect rent after 297 hours.,C,before,day,forward
19664,The landlord will collect rent after 10 days.,The landlord will collect rent before 184 hours.,C,after,day,forward
19665,The landlord will collect rent after 10 days.,The landlord will collect rent after 222 hours.,E,after,day,forward
19666,The landlord will collect rent after 10 days.,The landlord will collect rent before 333 hours.,N,after,day,forward
19667,The landlord will collect rent after 10 days.,The landlord will collect rent after 279 hours.,N,after,day,forward
19668,"In 10 days, the landlord will collect rent.",The landlord will collect rent before 175 hours.,C,in,day,backward
19669,"In 10 days, the landlord will collect rent.",The landlord will collect rent after 143 hours.,E,in,day,backward
19670,"In 10 days, the landlord will collect rent.",The landlord will collect rent before 314 hours.,E,in,day,backward
19671,"In 10 days, the landlord will collect rent.",The landlord will collect rent after 259 hours.,C,in,day,backward
19672,"Before 10 days, the landlord will collect rent.",The landlord will collect rent before 195 hours.,N,before,day,backward
19673,"Before 10 days, the landlord will collect rent.",The landlord will collect rent after 199 hours.,N,before,day,backward
19674,"Before 10 days, the landlord will collect rent.",The landlord will collect rent before 273 hours.,E,before,day,backward
19675,"Before 10 days, the landlord will collect rent.",The landlord will collect rent after 318 hours.,C,before,day,backward
19676,"After 10 days, the landlord will collect rent.",The landlord will collect rent before 139 hours.,C,after,day,backward
19677,"After 10 days, the landlord will collect rent.",The landlord will collect rent after 223 hours.,E,after,day,backward
19678,"After 10 days, the landlord will collect rent.",The landlord will collect rent before 246 hours.,N,after,day,backward
19679,"After 10 days, the landlord will collect rent.",The landlord will collect rent after 244 hours.,N,after,day,backward
19680,Apple will release the new iPhone in 1 month.,Apple will release the new iPhone before 13 days.,C,in,month,forward
19681,Apple will release the new iPhone in 1 month.,Apple will release the new iPhone after 6 days.,E,in,month,forward
19682,Apple will release the new iPhone in 1 month.,Apple will release the new iPhone before 92 days.,E,in,month,forward
19683,Apple will release the new iPhone in 1 month.,Apple will release the new iPhone after 172 days.,C,in,month,forward
19684,Apple will release the new iPhone before 1 month.,Apple will release the new iPhone before 13 days.,N,before,month,forward
19685,Apple will release the new iPhone before 1 month.,Apple will release the new iPhone after 19 days.,N,before,month,forward
19686,Apple will release the new iPhone before 1 month.,Apple will release the new iPhone before 108 days.,E,before,month,forward
19687,Apple will release the new iPhone before 1 month.,Apple will release the new iPhone after 33 days.,C,before,month,forward
19688,Apple will release the new iPhone after 1 month.,Apple will release the new iPhone before 28 days.,C,after,month,forward
19689,Apple will release the new iPhone after 1 month.,Apple will release the new iPhone after 26 days.,E,after,month,forward
19690,Apple will release the new iPhone after 1 month.,Apple will release the new iPhone before 73 days.,N,after,month,forward
19691,Apple will release the new iPhone after 1 month.,Apple will release the new iPhone after 174 days.,N,after,month,forward
19692,"In 1 month, Apple will release the new iPhone.",Apple will release the new iPhone before 2 days.,C,in,month,backward
19693,"In 1 month, Apple will release the new iPhone.",Apple will release the new iPhone after 17 days.,E,in,month,backward
19694,"In 1 month, Apple will release the new iPhone.",Apple will release the new iPhone before 36 days.,E,in,month,backward
19695,"In 1 month, Apple will release the new iPhone.",Apple will release the new iPhone after 144 days.,C,in,month,backward
19696,"Before 1 month, Apple will release the new iPhone.",Apple will release the new iPhone before 13 days.,N,before,month,backward
19697,"Before 1 month, Apple will release the new iPhone.",Apple will release the new iPhone after 26 days.,N,before,month,backward
19698,"Before 1 month, Apple will release the new iPhone.",Apple will release the new iPhone before 125 days.,E,before,month,backward
19699,"Before 1 month, Apple will release the new iPhone.",Apple will release the new iPhone after 41 days.,C,before,month,backward
19700,"After 1 month, Apple will release the new iPhone.",Apple will release the new iPhone before 20 days.,C,after,month,backward
19701,"After 1 month, Apple will release the new iPhone.",Apple will release the new iPhone after 20 days.,E,after,month,backward
19702,"After 1 month, Apple will release the new iPhone.",Apple will release the new iPhone before 64 days.,N,after,month,backward
19703,"After 1 month, Apple will release the new iPhone.",Apple will release the new iPhone after 136 days.,N,after,month,backward
19704,Apple will release the new iPhone in 2 months.,Apple will release the new iPhone before 21 days.,C,in,month,forward
19705,Apple will release the new iPhone in 2 months.,Apple will release the new iPhone after 24 days.,E,in,month,forward
19706,Apple will release the new iPhone in 2 months.,Apple will release the new iPhone before 110 days.,E,in,month,forward
19707,Apple will release the new iPhone in 2 months.,Apple will release the new iPhone after 120 days.,C,in,month,forward
19708,Apple will release the new iPhone before 2 months.,Apple will release the new iPhone before 48 days.,N,before,month,forward
19709,Apple will release the new iPhone before 2 months.,Apple will release the new iPhone after 36 days.,N,before,month,forward
19710,Apple will release the new iPhone before 2 months.,Apple will release the new iPhone before 120 days.,E,before,month,forward
19711,Apple will release the new iPhone before 2 months.,Apple will release the new iPhone after 194 days.,C,before,month,forward
19712,Apple will release the new iPhone after 2 months.,Apple will release the new iPhone before 54 days.,C,after,month,forward
19713,Apple will release the new iPhone after 2 months.,Apple will release the new iPhone after 50 days.,E,after,month,forward
19714,Apple will release the new iPhone after 2 months.,Apple will release the new iPhone before 148 days.,N,after,month,forward
19715,Apple will release the new iPhone after 2 months.,Apple will release the new iPhone after 211 days.,N,after,month,forward
19716,"In 2 months, Apple will release the new iPhone.",Apple will release the new iPhone before 24 days.,C,in,month,backward
19717,"In 2 months, Apple will release the new iPhone.",Apple will release the new iPhone after 26 days.,E,in,month,backward
19718,"In 2 months, Apple will release the new iPhone.",Apple will release the new iPhone before 175 days.,E,in,month,backward
19719,"In 2 months, Apple will release the new iPhone.",Apple will release the new iPhone after 183 days.,C,in,month,backward
19720,"Before 2 months, Apple will release the new iPhone.",Apple will release the new iPhone before 38 days.,N,before,month,backward
19721,"Before 2 months, Apple will release the new iPhone.",Apple will release the new iPhone after 39 days.,N,before,month,backward
19722,"Before 2 months, Apple will release the new iPhone.",Apple will release the new iPhone before 63 days.,E,before,month,backward
19723,"Before 2 months, Apple will release the new iPhone.",Apple will release the new iPhone after 170 days.,C,before,month,backward
19724,"After 2 months, Apple will release the new iPhone.",Apple will release the new iPhone before 34 days.,C,after,month,backward
19725,"After 2 months, Apple will release the new iPhone.",Apple will release the new iPhone after 23 days.,E,after,month,backward
19726,"After 2 months, Apple will release the new iPhone.",Apple will release the new iPhone before 183 days.,N,after,month,backward
19727,"After 2 months, Apple will release the new iPhone.",Apple will release the new iPhone after 120 days.,N,after,month,backward
19728,Apple will release the new iPhone in 3 months.,Apple will release the new iPhone before 34 days.,C,in,month,forward
19729,Apple will release the new iPhone in 3 months.,Apple will release the new iPhone after 33 days.,E,in,month,forward
19730,Apple will release the new iPhone in 3 months.,Apple will release the new iPhone before 101 days.,E,in,month,forward
19731,Apple will release the new iPhone in 3 months.,Apple will release the new iPhone after 242 days.,C,in,month,forward
19732,Apple will release the new iPhone before 3 months.,Apple will release the new iPhone before 30 days.,N,before,month,forward
19733,Apple will release the new iPhone before 3 months.,Apple will release the new iPhone after 39 days.,N,before,month,forward
19734,Apple will release the new iPhone before 3 months.,Apple will release the new iPhone before 118 days.,E,before,month,forward
19735,Apple will release the new iPhone before 3 months.,Apple will release the new iPhone after 113 days.,C,before,month,forward
19736,Apple will release the new iPhone after 3 months.,Apple will release the new iPhone before 35 days.,C,after,month,forward
19737,Apple will release the new iPhone after 3 months.,Apple will release the new iPhone after 20 days.,E,after,month,forward
19738,Apple will release the new iPhone after 3 months.,Apple will release the new iPhone before 154 days.,N,after,month,forward
19739,Apple will release the new iPhone after 3 months.,Apple will release the new iPhone after 230 days.,N,after,month,forward
19740,"In 3 months, Apple will release the new iPhone.",Apple will release the new iPhone before 38 days.,C,in,month,backward
19741,"In 3 months, Apple will release the new iPhone.",Apple will release the new iPhone after 21 days.,E,in,month,backward
19742,"In 3 months, Apple will release the new iPhone.",Apple will release the new iPhone before 159 days.,E,in,month,backward
19743,"In 3 months, Apple will release the new iPhone.",Apple will release the new iPhone after 128 days.,C,in,month,backward
19744,"Before 3 months, Apple will release the new iPhone.",Apple will release the new iPhone before 11 days.,N,before,month,backward
19745,"Before 3 months, Apple will release the new iPhone.",Apple will release the new iPhone after 56 days.,N,before,month,backward
