,Premise,Hypothesis,Label,Type,Prem Fixed,Temp Type
5597,"After 13th Jun 1989, the prison sentence of that convict ends.","After 15th June 1950, the prison sentence of that convict ends.",Entailment,DATE_DMY_both,False,Backward
5598,"After 14th February 1997, this article was published.","Before 9th Mar 1928, this article was published.",Contradiction,DATE_DMY_both,False,Backward
5599,"After 1st February 1930, I posted this picture on Instagram.","Before 10th May 1907, I posted this picture on Instagram.",Contradiction,DATE_DMY_both,False,Backward
5600,They got married in February 1961.,They got married after Oct 1959.,Entailment,DATE_MY_both,True,Forward
5601,We went to Disneyland in January 1952.,We went to Disneyland before Oct 1918.,Contradiction,DATE_MY_both,True,Forward
5602,Michael will buy the house in Feb 1923.,Michael will buy the house before July 1931.,Entailment,DATE_MY_both,True,Forward
5603,Lily flew to New York in Sep 1917.,Lily flew to New York before January 1952.,Entailment,DATE_MY_both,True,Forward
5604,The music concert starts in Nov 1959.,The music concert starts before January 1921.,Contradiction,DATE_MY_both,True,Forward
5605,The tiger was last spotted in May 1981.,The tiger was last spotted before September 1973.,Contradiction,DATE_MY_both,True,Forward
5606,I last had dinner with my friends in July 2000.,I last had dinner with my friends after Aug 1900.,Entailment,DATE_MY_both,True,Forward
5607,He left his job in Nov 1917.,He left his job after January 1994.,Contradiction,DATE_MY_both,True,Forward
5608,The conference was held in Dec 1939.,The conference was held after February 1976.,Contradiction,DATE_MY_both,True,Forward
5609,The city had a huge power outage in October 1920.,The city had a huge power outage before Apr 1957.,Entailment,DATE_MY_both,True,Forward
5610,A tsunami hit the coast in February 1956.,A tsunami hit the coast before Aug 1988.,Entailment,DATE_MY_both,True,Forward
5611,This team won the world cup in September 1921.,This team won the world cup after Feb 1978.,Contradiction,DATE_MY_both,True,Forward
5612,Her internship at Google began in July 1965.,Her internship at Google began after Nov 1996.,Contradiction,DATE_MY_both,True,Forward
5613,The country declared martial law in Jul 1915.,The country declared martial law before March 1999.,Entailment,DATE_MY_both,True,Forward
5614,The price of this stock peaked in Jun 1930.,The price of this stock peaked before July 1957.,Entailment,DATE_MY_both,True,Forward
5615,The failing company issued major layoffs in October 1958.,The failing company issued major layoffs before Sep 1958.,Contradiction,DATE_MY_both,True,Forward
5616,The government budget comes out in November 1919.,The government budget comes out after Dec 1973.,Contradiction,DATE_MY_both,True,Forward
5617,The prison sentence of that convict ends in October 1948.,The prison sentence of that convict ends after Aug 1944.,Entailment,DATE_MY_both,True,Forward
5618,This article was published in February 1911.,This article was published after Jun 1973.,Contradiction,DATE_MY_both,True,Forward
5619,I posted this picture on Instagram in Apr 1916.,I posted this picture on Instagram before June 1954.,Entailment,DATE_MY_both,True,Forward
5620,They got married before July 2000.,They got married after Aug 1913.,Neutral,DATE_MY_both,False,Forward
5621,We went to Disneyland after March 1929.,We went to Disneyland after Jul 1933.,Neutral,DATE_MY_both,False,Forward
5622,Michael will buy the house before March 1945.,Michael will buy the house after Oct 1997.,Contradiction,DATE_MY_both,False,Forward
5623,Lily flew to New York after April 1934.,Lily flew to New York after Jan 1980.,Neutral,DATE_MY_both,False,Forward
5624,The music concert starts before Apr 1989.,The music concert starts before August 1986.,Neutral,DATE_MY_both,False,Forward
5625,The tiger was last spotted before January 1964.,The tiger was last spotted before Dec 1918.,Neutral,DATE_MY_both,False,Forward
5626,I last had dinner with my friends after May 1994.,I last had dinner with my friends after June 1914.,Entailment,DATE_MY_both,False,Forward
5627,He left his job after Feb 1948.,He left his job after September 1952.,Neutral,DATE_MY_both,False,Forward
5628,The conference was held after Apr 1902.,The conference was held after May 1900.,Entailment,DATE_MY_both,False,Forward
5629,The city had a huge power outage after Nov 1912.,The city had a huge power outage after March 1987.,Neutral,DATE_MY_both,False,Forward
5630,A tsunami hit the coast before February 1916.,A tsunami hit the coast after May 1943.,Contradiction,DATE_MY_both,False,Forward
5631,This team won the world cup after Mar 1917.,This team won the world cup after March 1962.,Neutral,DATE_MY_both,False,Forward
5632,Her internship at Google began after April 1958.,Her internship at Google began before Jan 1990.,Neutral,DATE_MY_both,False,Forward
5633,The country declared martial law before Apr 1948.,The country declared martial law before January 1986.,Entailment,DATE_MY_both,False,Forward
5634,The price of this stock peaked after July 1962.,The price of this stock peaked after Sep 1969.,Neutral,DATE_MY_both,False,Forward
5635,The failing company issued major layoffs after May 1945.,The failing company issued major layoffs after May 1977.,Neutral,DATE_MY_both,False,Forward
5636,The government budget comes out before June 1931.,The government budget comes out after May 1948.,Contradiction,DATE_MY_both,False,Forward
5637,The prison sentence of that convict ends before Jul 1930.,The prison sentence of that convict ends after June 1922.,Neutral,DATE_MY_both,False,Forward
5638,This article was published before January 1994.,This article was published before Jul 1934.,Neutral,DATE_MY_both,False,Forward
5639,I posted this picture on Instagram before Sep 1958.,I posted this picture on Instagram before December 1999.,Entailment,DATE_MY_both,False,Forward
5640,"In Jun 1938, they got married.","Before January 1938, they got married.",Contradiction,DATE_MY_both,True,Backward
5641,"In October 1904, we went to Disneyland.","Before Jun 1996, we went to Disneyland.",Entailment,DATE_MY_both,True,Backward
5642,"In Dec 1969, Michael will buy the house.","After June 1904, Michael will buy the house.",Entailment,DATE_MY_both,True,Backward
5643,"In Aug 1974, Lily flew to New York.","Before August 1999, Lily flew to New York.",Entailment,DATE_MY_both,True,Backward
5644,"In May 1934, the music concert starts.","After March 1961, the music concert starts.",Contradiction,DATE_MY_both,True,Backward
5645,"In June 1917, the tiger was last spotted.","Before Aug 1978, the tiger was last spotted.",Entailment,DATE_MY_both,True,Backward
5646,"In Mar 1913, I last had dinner with my friends.","After July 1947, I last had dinner with my friends.",Contradiction,DATE_MY_both,True,Backward
5647,"In May 1970, he left his job.","Before October 1986, he left his job.",Entailment,DATE_MY_both,True,Backward
5648,"In Dec 1930, the conference was held.","Before December 1947, the conference was held.",Entailment,DATE_MY_both,True,Backward
5649,"In June 1912, the city had a huge power outage.","Before Jan 1972, the city had a huge power outage.",Entailment,DATE_MY_both,True,Backward
5650,"In April 1906, a tsunami hit the coast.","Before Jan 1901, a tsunami hit the coast.",Contradiction,DATE_MY_both,True,Backward
5651,"In Apr 1966, this team won the world cup.","After February 1960, this team won the world cup.",Entailment,DATE_MY_both,True,Backward
5652,"In August 1948, her internship at Google began.","After Aug 1914, her internship at Google began.",Entailment,DATE_MY_both,True,Backward
5653,"In June 1939, the country declared martial law.","After Mar 1978, the country declared martial law.",Contradiction,DATE_MY_both,True,Backward
5654,"In Apr 1992, the price of this stock peaked.","Before May 1981, the price of this stock peaked.",Contradiction,DATE_MY_both,True,Backward
5655,"In Aug 1989, the failing company issued major layoffs.","Before March 1985, the failing company issued major layoffs.",Contradiction,DATE_MY_both,True,Backward
5656,"In April 1974, the government budget comes out.","Before Feb 1924, the government budget comes out.",Contradiction,DATE_MY_both,True,Backward
5657,"In December 2000, the prison sentence of that convict ends.","Before Jul 1971, the prison sentence of that convict ends.",Contradiction,DATE_MY_both,True,Backward
5658,"In February 1961, this article was published.","Before Oct 2000, this article was published.",Entailment,DATE_MY_both,True,Backward
5659,"In Jul 1959, I posted this picture on Instagram.","Before December 1991, I posted this picture on Instagram.",Entailment,DATE_MY_both,True,Backward
5660,"Before Jul 1935, they got married.","After January 1953, they got married.",Contradiction,DATE_MY_both,False,Backward
5661,"Before May 1921, we went to Disneyland.","Before Jul 1931, we went to Disneyland.",Entailment,DATE_MY_both,False,Backward
5662,"After Aug 1994, Michael will buy the house.","Before August 1994, Michael will buy the house.",Contradiction,DATE_MY_both,False,Backward
5663,"After November 1920, Lily flew to New York.","Before Jun 1905, Lily flew to New York.",Contradiction,DATE_MY_both,False,Backward
5664,"After Sep 1943, the music concert starts.","Before February 1992, the music concert starts.",Neutral,DATE_MY_both,False,Backward
5665,"Before Jun 1984, the tiger was last spotted.","After November 1964, the tiger was last spotted.",Neutral,DATE_MY_both,False,Backward
5666,"After May 1971, I last had dinner with my friends.","Before March 1951, I last had dinner with my friends.",Contradiction,DATE_MY_both,False,Backward
5667,"Before Mar 1978, he left his job.","Before November 1966, he left his job.",Neutral,DATE_MY_both,False,Backward
5668,"After March 1906, the conference was held.","Before Oct 1951, the conference was held.",Neutral,DATE_MY_both,False,Backward
5669,"After Jan 1999, the city had a huge power outage.","After September 1910, the city had a huge power outage.",Entailment,DATE_MY_both,False,Backward
5670,"Before Feb 1901, a tsunami hit the coast.","Before March 1966, a tsunami hit the coast.",Entailment,DATE_MY_both,False,Backward
5671,"After Jun 1981, this team won the world cup.","Before July 1992, this team won the world cup.",Neutral,DATE_MY_both,False,Backward
5672,"Before May 1910, her internship at Google began.","Before Jun 1975, her internship at Google began.",Entailment,DATE_MY_both,False,Backward
5673,"After Jul 1967, the country declared martial law.","Before September 1942, the country declared martial law.",Contradiction,DATE_MY_both,False,Backward
5674,"Before Oct 1923, the price of this stock peaked.","After January 1936, the price of this stock peaked.",Contradiction,DATE_MY_both,False,Backward
5675,"After July 1979, the failing company issued major layoffs.","Before Jun 1966, the failing company issued major layoffs.",Contradiction,DATE_MY_both,False,Backward
5676,"Before October 1913, the government budget comes out.","After Dec 1927, the government budget comes out.",Contradiction,DATE_MY_both,False,Backward
5677,"Before Feb 1921, the prison sentence of that convict ends.","Before January 1962, the prison sentence of that convict ends.",Entailment,DATE_MY_both,False,Backward
5678,"After Nov 1960, this article was published.","After December 1924, this article was published.",Entailment,DATE_MY_both,False,Backward
5679,"After April 1978, I posted this picture on Instagram.","After Mar 1917, I posted this picture on Instagram.",Entailment,DATE_MY_both,False,Backward
5680,They got married on 11th Nov 1942.,They got married before 10th October 1930.,Contradiction,DATE_DMY_both,True,Forward
5681,We went to Disneyland on 18th January 1992.,We went to Disneyland before 12th May 1902.,Contradiction,DATE_DMY_both,True,Forward
5682,Michael will buy the house on 13th December 1919.,Michael will buy the house after 1st Apr 1961.,Contradiction,DATE_DMY_both,True,Forward
5683,Lily flew to New York on 20th Oct 1996.,Lily flew to New York after 25th October 1981.,Entailment,DATE_DMY_both,True,Forward
5684,The music concert starts on 5th January 1958.,The music concert starts after 1st Feb 1907.,Entailment,DATE_DMY_both,True,Forward
5685,The tiger was last spotted on 2nd February 1957.,The tiger was last spotted before 25th Jan 1926.,Contradiction,DATE_DMY_both,True,Forward
5686,I last had dinner with my friends on 10th Jun 1936.,I last had dinner with my friends before 12th June 1918.,Contradiction,DATE_DMY_both,True,Forward
5687,He left his job on 16th April 1917.,He left his job before 23rd Oct 1937.,Entailment,DATE_DMY_both,True,Forward
5688,The conference was held on 18th July 1962.,The conference was held before 12th Nov 1939.,Contradiction,DATE_DMY_both,True,Forward
5689,The city had a huge power outage on 13th June 1945.,The city had a huge power outage before 20th Nov 1932.,Contradiction,DATE_DMY_both,True,Forward
5690,A tsunami hit the coast on 14th November 1941.,A tsunami hit the coast before 20th May 1901.,Contradiction,DATE_DMY_both,True,Forward
5691,This team won the world cup on 4th May 1978.,This team won the world cup after 20th Feb 1997.,Contradiction,DATE_DMY_both,True,Forward
5692,Her internship at Google began on 7th Nov 1949.,Her internship at Google began before 24th February 1981.,Entailment,DATE_DMY_both,True,Forward
5693,The country declared martial law on 15th Aug 1921.,The country declared martial law after 5th November 1960.,Contradiction,DATE_DMY_both,True,Forward
5694,The price of this stock peaked on 17th December 1976.,The price of this stock peaked after 5th Jun 1924.,Entailment,DATE_DMY_both,True,Forward
5695,The failing company issued major layoffs on 16th Sep 1960.,The failing company issued major layoffs after 28th November 1979.,Contradiction,DATE_DMY_both,True,Forward
5696,The government budget comes out on 12th Jul 1940.,The government budget comes out before 24th October 1919.,Contradiction,DATE_DMY_both,True,Forward
5697,The prison sentence of that convict ends on 6th August 1928.,The prison sentence of that convict ends before 8th Jul 1935.,Entailment,DATE_DMY_both,True,Forward
5698,This article was published on 17th July 1983.,This article was published after 22nd Jan 1997.,Contradiction,DATE_DMY_both,True,Forward
5699,I posted this picture on Instagram on 6th February 1933.,I posted this picture on Instagram before 12th Sep 1966.,Entailment,DATE_DMY_both,True,Forward
5700,They got married after 14th Aug 1955.,They got married before 15th January 1961.,Neutral,DATE_DMY_both,False,Forward
5701,We went to Disneyland after 13th February 1997.,We went to Disneyland before 6th Dec 1934.,Contradiction,DATE_DMY_both,False,Forward
5702,Michael will buy the house after 12th Jun 1951.,Michael will buy the house before 9th March 1912.,Contradiction,DATE_DMY_both,False,Forward
5703,Lily flew to New York after 10th July 1981.,Lily flew to New York after 2nd Sep 1971.,Entailment,DATE_DMY_both,False,Forward
5704,The music concert starts before 9th Oct 1918.,The music concert starts after 14th October 1996.,Contradiction,DATE_DMY_both,False,Forward
5705,The tiger was last spotted after 18th May 1947.,The tiger was last spotted after 3rd July 1949.,Neutral,DATE_DMY_both,False,Forward
5706,I last had dinner with my friends before 8th May 1935.,I last had dinner with my friends before 21st April 1932.,Neutral,DATE_DMY_both,False,Forward
5707,He left his job after 5th May 1937.,He left his job before 23rd January 1973.,Neutral,DATE_DMY_both,False,Forward
5708,The conference was held before 9th April 1915.,The conference was held after 10th Feb 1998.,Contradiction,DATE_DMY_both,False,Forward
5709,The city had a huge power outage before 24th September 1959.,The city had a huge power outage before 6th Aug 1931.,Neutral,DATE_DMY_both,False,Forward
5710,A tsunami hit the coast after 6th Jul 1990.,A tsunami hit the coast after 22nd March 1925.,Entailment,DATE_DMY_both,False,Forward
5711,This team won the world cup after 15th April 1935.,This team won the world cup after 12th Sep 1944.,Neutral,DATE_DMY_both,False,Forward
5712,Her internship at Google began before 25th December 1986.,Her internship at Google began before 11th Aug 1937.,Neutral,DATE_DMY_both,False,Forward
5713,The country declared martial law before 7th Oct 1979.,The country declared martial law after 2nd July 1994.,Contradiction,DATE_DMY_both,False,Forward
5714,The price of this stock peaked before 10th August 1919.,The price of this stock peaked before 13th Feb 1998.,Entailment,DATE_DMY_both,False,Forward
5715,The failing company issued major layoffs after 16th Aug 1900.,The failing company issued major layoffs after 26th April 1983.,Neutral,DATE_DMY_both,False,Forward
5716,The government budget comes out after 10th July 1970.,The government budget comes out before 14th Sep 1961.,Contradiction,DATE_DMY_both,False,Forward
5717,The prison sentence of that convict ends before 8th October 1994.,The prison sentence of that convict ends before 26th Feb 1923.,Neutral,DATE_DMY_both,False,Forward
5718,This article was published before 8th May 1913.,This article was published before 15th April 1928.,Entailment,DATE_DMY_both,False,Forward
5719,I posted this picture on Instagram after 19th Oct 1996.,I posted this picture on Instagram after 8th July 1962.,Entailment,DATE_DMY_both,False,Forward
5720,"On 4th Oct 1961, they got married.","After 22nd October 1903, they got married.",Entailment,DATE_DMY_both,True,Backward
5721,"On 18th Jan 1935, we went to Disneyland.","Before 10th May 1956, we went to Disneyland.",Entailment,DATE_DMY_both,True,Backward
5722,"On 20th December 2000, Michael will buy the house.","After 22nd Jun 1992, Michael will buy the house.",Entailment,DATE_DMY_both,True,Backward
5723,"On 9th Nov 1932, Lily flew to New York.","After 11th July 1970, Lily flew to New York.",Contradiction,DATE_DMY_both,True,Backward
5724,"On 26th Jan 1952, the music concert starts.","Before 22nd August 1982, the music concert starts.",Entailment,DATE_DMY_both,True,Backward
5725,"On 12th February 1927, the tiger was last spotted.","After 3rd Jun 1950, the tiger was last spotted.",Contradiction,DATE_DMY_both,True,Backward
5726,"On 6th October 1991, I last had dinner with my friends.","Before 27th Dec 1943, I last had dinner with my friends.",Contradiction,DATE_DMY_both,True,Backward
5727,"On 5th March 1944, he left his job.","Before 26th May 1970, he left his job.",Entailment,DATE_DMY_both,True,Backward
5728,"On 4th January 1919, the conference was held.","Before 13th Nov 1948, the conference was held.",Entailment,DATE_DMY_both,True,Backward
5729,"On 10th Dec 1979, the city had a huge power outage.","After 24th December 1916, the city had a huge power outage.",Entailment,DATE_DMY_both,True,Backward
5730,"On 16th October 2000, a tsunami hit the coast.","Before 12th Apr 1985, a tsunami hit the coast.",Contradiction,DATE_DMY_both,True,Backward
5731,"On 24th August 1996, this team won the world cup.","Before 28th Jul 1919, this team won the world cup.",Contradiction,DATE_DMY_both,True,Backward
5732,"On 2nd Apr 1903, her internship at Google began.","After 15th January 1985, her internship at Google began.",Contradiction,DATE_DMY_both,True,Backward
5733,"On 24th November 1969, the country declared martial law.","Before 7th Jul 1968, the country declared martial law.",Contradiction,DATE_DMY_both,True,Backward
5734,"On 10th February 1947, the price of this stock peaked.","Before 20th May 1972, the price of this stock peaked.",Entailment,DATE_DMY_both,True,Backward
5735,"On 5th Jul 1965, the failing company issued major layoffs.","After 25th January 1959, the failing company issued major layoffs.",Entailment,DATE_DMY_both,True,Backward
5736,"On 19th May 1921, the government budget comes out.","Before 4th March 1913, the government budget comes out.",Contradiction,DATE_DMY_both,True,Backward
5737,"On 12th November 1919, the prison sentence of that convict ends.","Before 12th May 1914, the prison sentence of that convict ends.",Contradiction,DATE_DMY_both,True,Backward
5738,"On 14th February 1925, this article was published.","Before 22nd Oct 1902, this article was published.",Contradiction,DATE_DMY_both,True,Backward
5739,"On 20th Mar 1921, I posted this picture on Instagram.","After 25th May 1984, I posted this picture on Instagram.",Contradiction,DATE_DMY_both,True,Backward
5740,"After 13th Jan 1962, they got married.","Before 2nd March 1991, they got married.",Neutral,DATE_DMY_both,False,Backward
5741,"Before 17th Dec 1914, we went to Disneyland.","After 3rd April 1965, we went to Disneyland.",Contradiction,DATE_DMY_both,False,Backward
5742,"After 16th April 1964, Michael will buy the house.","After 4th Jul 1919, Michael will buy the house.",Entailment,DATE_DMY_both,False,Backward
5743,"After 12th Mar 1987, Lily flew to New York.","Before 4th May 1941, Lily flew to New York.",Contradiction,DATE_DMY_both,False,Backward
5744,"After 22nd May 1975, the music concert starts.","After 7th Dec 1926, the music concert starts.",Entailment,DATE_DMY_both,False,Backward
5745,"Before 16th Jun 1911, the tiger was last spotted.","Before 2nd March 1953, the tiger was last spotted.",Entailment,DATE_DMY_both,False,Backward
5746,"Before 26th February 1965, I last had dinner with my friends.","After 6th Jan 1917, I last had dinner with my friends.",Neutral,DATE_DMY_both,False,Backward
5747,"After 22nd January 1943, he left his job.","After 18th Jan 1960, he left his job.",Neutral,DATE_DMY_both,False,Backward
5748,"After 17th March 1959, the conference was held.","Before 18th Feb 1947, the conference was held.",Contradiction,DATE_DMY_both,False,Backward
5749,"After 8th Aug 1976, the city had a huge power outage.","Before 16th October 1922, the city had a huge power outage.",Contradiction,DATE_DMY_both,False,Backward
5750,"After 22nd July 1940, a tsunami hit the coast.","Before 18th Oct 1979, a tsunami hit the coast.",Neutral,DATE_DMY_both,False,Backward
5751,"Before 23rd Dec 1919, this team won the world cup.","After 20th November 1908, this team won the world cup.",Neutral,DATE_DMY_both,False,Backward
5752,"After 11th July 1996, her internship at Google began.","After 11th Nov 1965, her internship at Google began.",Entailment,DATE_DMY_both,False,Backward
5753,"After 15th March 1970, the country declared martial law.","Before 12th Apr 1943, the country declared martial law.",Contradiction,DATE_DMY_both,False,Backward
5754,"Before 1st Jun 1905, the price of this stock peaked.","After 25th August 1964, the price of this stock peaked.",Contradiction,DATE_DMY_both,False,Backward
5755,"Before 6th December 1976, the failing company issued major layoffs.","Before 27th Oct 1932, the failing company issued major layoffs.",Neutral,DATE_DMY_both,False,Backward
5756,"After 11th Dec 1936, the government budget comes out.","Before 9th August 1985, the government budget comes out.",Neutral,DATE_DMY_both,False,Backward
5757,"Before 10th Apr 1941, the prison sentence of that convict ends.","Before 8th January 1937, the prison sentence of that convict ends.",Neutral,DATE_DMY_both,False,Backward
5758,"Before 7th Jun 1950, this article was published.","Before 1st September 1971, this article was published.",Entailment,DATE_DMY_both,False,Backward
5759,"After 24th May 1978, I posted this picture on Instagram.","Before 8th Jan 1964, I posted this picture on Instagram.",Contradiction,DATE_DMY_both,False,Backward
5760,They got married in Aug 1959.,They got married after December 1980.,Contradiction,DATE_MY_both,True,Forward
5761,We went to Disneyland in March 1963.,We went to Disneyland after Jan 1980.,Contradiction,DATE_MY_both,True,Forward
5762,Michael will buy the house in Jan 1946.,Michael will buy the house before May 1955.,Entailment,DATE_MY_both,True,Forward
5763,Lily flew to New York in November 1993.,Lily flew to New York before Apr 1915.,Contradiction,DATE_MY_both,True,Forward
5764,The music concert starts in Dec 1983.,The music concert starts after March 1938.,Entailment,DATE_MY_both,True,Forward
5765,The tiger was last spotted in July 1905.,The tiger was last spotted before Jan 1923.,Entailment,DATE_MY_both,True,Forward
5766,I last had dinner with my friends in August 1951.,I last had dinner with my friends before Dec 1968.,Entailment,DATE_MY_both,True,Forward
5767,He left his job in September 1937.,He left his job before Mar 1962.,Entailment,DATE_MY_both,True,Forward
5768,The conference was held in Sep 1965.,The conference was held before April 1993.,Entailment,DATE_MY_both,True,Forward
5769,The city had a huge power outage in December 1979.,The city had a huge power outage before Sep 1907.,Contradiction,DATE_MY_both,True,Forward
5770,A tsunami hit the coast in May 1952.,A tsunami hit the coast before March 1943.,Contradiction,DATE_MY_both,True,Forward
5771,This team won the world cup in Jul 1944.,This team won the world cup after December 1926.,Entailment,DATE_MY_both,True,Forward
5772,Her internship at Google began in October 1981.,Her internship at Google began before Oct 1996.,Entailment,DATE_MY_both,True,Forward
5773,The country declared martial law in March 1975.,The country declared martial law before Jul 1913.,Contradiction,DATE_MY_both,True,Forward
5774,The price of this stock peaked in Dec 1961.,The price of this stock peaked before March 1949.,Contradiction,DATE_MY_both,True,Forward
5775,The failing company issued major layoffs in March 1940.,The failing company issued major layoffs after May 1976.,Contradiction,DATE_MY_both,True,Forward
5776,The government budget comes out in Sep 1950.,The government budget comes out before July 1955.,Entailment,DATE_MY_both,True,Forward
5777,The prison sentence of that convict ends in May 1970.,The prison sentence of that convict ends after April 1929.,Entailment,DATE_MY_both,True,Forward
5778,This article was published in December 1903.,This article was published after Nov 1947.,Contradiction,DATE_MY_both,True,Forward
5779,I posted this picture on Instagram in December 1931.,I posted this picture on Instagram after Sep 1929.,Entailment,DATE_MY_both,True,Forward
5780,They got married after Jan 1935.,They got married after January 1906.,Entailment,DATE_MY_both,False,Forward
5781,We went to Disneyland after Nov 1976.,We went to Disneyland before September 1975.,Contradiction,DATE_MY_both,False,Forward
5782,Michael will buy the house before Jul 1970.,Michael will buy the house after May 1904.,Neutral,DATE_MY_both,False,Forward
5783,Lily flew to New York before April 1901.,Lily flew to New York after Dec 1959.,Contradiction,DATE_MY_both,False,Forward
5784,The music concert starts before February 1959.,The music concert starts before Sep 1953.,Neutral,DATE_MY_both,False,Forward
5785,The tiger was last spotted before June 1916.,The tiger was last spotted before Mar 1991.,Entailment,DATE_MY_both,False,Forward
5786,I last had dinner with my friends before October 1992.,I last had dinner with my friends after Apr 1915.,Neutral,DATE_MY_both,False,Forward
5787,He left his job before October 1914.,He left his job after Jun 1939.,Contradiction,DATE_MY_both,False,Forward
5788,The conference was held after Dec 1954.,The conference was held before October 1967.,Neutral,DATE_MY_both,False,Forward
5789,The city had a huge power outage before November 1972.,The city had a huge power outage before Oct 1968.,Neutral,DATE_MY_both,False,Forward
5790,A tsunami hit the coast after October 1977.,A tsunami hit the coast before Feb 1910.,Contradiction,DATE_MY_both,False,Forward
5791,This team won the world cup before Jun 1910.,This team won the world cup after June 1966.,Contradiction,DATE_MY_both,False,Forward
5792,Her internship at Google began before February 1990.,Her internship at Google began after Sep 1952.,Neutral,DATE_MY_both,False,Forward
5793,The country declared martial law after Aug 1911.,The country declared martial law before June 1994.,Neutral,DATE_MY_both,False,Forward
5794,The price of this stock peaked after Mar 1984.,The price of this stock peaked before January 1979.,Contradiction,DATE_MY_both,False,Forward
5795,The failing company issued major layoffs after May 1907.,The failing company issued major layoffs before September 1912.,Neutral,DATE_MY_both,False,Forward
5796,The government budget comes out before February 1935.,The government budget comes out before Aug 1932.,Neutral,DATE_MY_both,False,Forward
5797,The prison sentence of that convict ends after March 1963.,The prison sentence of that convict ends after Sep 1976.,Neutral,DATE_MY_both,False,Forward
5798,This article was published after Feb 1971.,This article was published before December 1938.,Contradiction,DATE_MY_both,False,Forward
5799,I posted this picture on Instagram before Sep 1964.,I posted this picture on Instagram after April 1983.,Contradiction,DATE_MY_both,False,Forward
5800,"In December 1990, they got married.","Before Nov 1988, they got married.",Contradiction,DATE_MY_both,True,Backward
5801,"In March 1953, we went to Disneyland.","Before May 1946, we went to Disneyland.",Contradiction,DATE_MY_both,True,Backward
5802,"In December 1983, Michael will buy the house.","Before Sep 1964, Michael will buy the house.",Contradiction,DATE_MY_both,True,Backward
5803,"In June 1962, Lily flew to New York.","Before Oct 1998, Lily flew to New York.",Entailment,DATE_MY_both,True,Backward
5804,"In July 1922, the music concert starts.","After Jul 1912, the music concert starts.",Entailment,DATE_MY_both,True,Backward
5805,"In December 1940, the tiger was last spotted.","Before Jun 1993, the tiger was last spotted.",Entailment,DATE_MY_both,True,Backward
5806,"In Sep 1998, I last had dinner with my friends.","Before January 1980, I last had dinner with my friends.",Contradiction,DATE_MY_both,True,Backward
5807,"In Aug 1906, he left his job.","After March 1919, he left his job.",Contradiction,DATE_MY_both,True,Backward
5808,"In Sep 1974, the conference was held.","Before August 1932, the conference was held.",Contradiction,DATE_MY_both,True,Backward
5809,"In Nov 1958, the city had a huge power outage.","Before June 1909, the city had a huge power outage.",Contradiction,DATE_MY_both,True,Backward
5810,"In February 1950, a tsunami hit the coast.","After Feb 1925, a tsunami hit the coast.",Entailment,DATE_MY_both,True,Backward
5811,"In May 1949, this team won the world cup.","After Feb 1966, this team won the world cup.",Contradiction,DATE_MY_both,True,Backward
5812,"In October 1961, her internship at Google began.","Before Oct 1997, her internship at Google began.",Entailment,DATE_MY_both,True,Backward
5813,"In Feb 1930, the country declared martial law.","Before August 1976, the country declared martial law.",Entailment,DATE_MY_both,True,Backward
5814,"In Nov 1935, the price of this stock peaked.","Before May 1977, the price of this stock peaked.",Entailment,DATE_MY_both,True,Backward
5815,"In December 1960, the failing company issued major layoffs.","After Sep 1902, the failing company issued major layoffs.",Entailment,DATE_MY_both,True,Backward
5816,"In Feb 1920, the government budget comes out.","Before May 1955, the government budget comes out.",Entailment,DATE_MY_both,True,Backward
5817,"In March 1962, the prison sentence of that convict ends.","Before Feb 1969, the prison sentence of that convict ends.",Entailment,DATE_MY_both,True,Backward
5818,"In Jun 1964, this article was published.","After May 1974, this article was published.",Contradiction,DATE_MY_both,True,Backward
5819,"In January 1996, I posted this picture on Instagram.","Before Dec 1955, I posted this picture on Instagram.",Contradiction,DATE_MY_both,True,Backward
5820,"Before February 1975, they got married.","After Nov 1947, they got married.",Neutral,DATE_MY_both,False,Backward
5821,"Before January 1934, we went to Disneyland.","Before Apr 1926, we went to Disneyland.",Neutral,DATE_MY_both,False,Backward
5822,"Before Jan 1941, Michael will buy the house.","After January 1900, Michael will buy the house.",Neutral,DATE_MY_both,False,Backward
5823,"After February 1906, Lily flew to New York.","Before Aug 1981, Lily flew to New York.",Neutral,DATE_MY_both,False,Backward
5824,"Before June 1946, the music concert starts.","Before Jul 1965, the music concert starts.",Entailment,DATE_MY_both,False,Backward
5825,"Before Jan 1964, the tiger was last spotted.","After May 1985, the tiger was last spotted.",Contradiction,DATE_MY_both,False,Backward
5826,"Before March 1993, I last had dinner with my friends.","After Jan 1981, I last had dinner with my friends.",Neutral,DATE_MY_both,False,Backward
5827,"Before Feb 1903, he left his job.","Before September 1971, he left his job.",Entailment,DATE_MY_both,False,Backward
5828,"After Apr 1957, the conference was held.","Before February 1918, the conference was held.",Contradiction,DATE_MY_both,False,Backward
5829,"After Jul 1977, the city had a huge power outage.","Before March 1974, the city had a huge power outage.",Contradiction,DATE_MY_both,False,Backward
5830,"After July 2000, a tsunami hit the coast.","Before Mar 1971, a tsunami hit the coast.",Contradiction,DATE_MY_both,False,Backward
5831,"After Jan 1926, this team won the world cup.","Before October 1962, this team won the world cup.",Neutral,DATE_MY_both,False,Backward
